"Institusjonskode";"Institusjonsnavn";"Avdelingskode";"Avdelingsnavn";"Årstall";"Semester";"Semesternavn";"Studentkategori";"Kategoritekst";"Antall totalt";"Antall kvinner";"Antall menn"
"8208";"VID vitenskapelige høgskole";"440300";"VID Sandnes";"2020";"1";"Vår";"S";"Studenter";"762";"620";"142"
"8208";"VID vitenskapelige høgskole";"440300";"VID Sandnes";"2019";"1";"Vår";"S";"Studenter";"727";"602";"125"
"8208";"VID vitenskapelige høgskole";"440300";"VID Sandnes";"2019";"3";"Høst";"S";"Studenter";"782";"636";"146"
"8208";"VID vitenskapelige høgskole";"450100";"VID Oslo";"2019";"3";"Høst";"S";"Studenter";"959";"799";"160"
"8208";"VID vitenskapelige høgskole";"450100";"VID Oslo";"2019";"1";"Vår";"S";"Studenter";"909";"766";"143"
"8208";"VID vitenskapelige høgskole";"450100";"VID Oslo";"2020";"1";"Vår";"S";"Studenter";"898";"755";"143"
"8208";"VID vitenskapelige høgskole";"460000";"Fakultet for teologi, diakoni og ledelsesfag";"2020";"1";"Vår";"S";"Studenter";"56";"28";"28"
"8208";"VID vitenskapelige høgskole";"460000";"Fakultet for teologi, diakoni og ledelsesfag";"2019";"3";"Høst";"S";"Studenter";"43";"24";"19"
"8208";"VID vitenskapelige høgskole";"460100";"VID Oslo";"2019";"1";"Vår";"S";"Studenter";"343";"260";"83"
"8208";"VID vitenskapelige høgskole";"460100";"VID Oslo";"2020";"1";"Vår";"S";"Studenter";"380";"290";"90"
"8208";"VID vitenskapelige høgskole";"460100";"VID Oslo";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"8208";"VID vitenskapelige høgskole";"460100";"VID Oslo";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"8208";"VID vitenskapelige høgskole";"460100";"VID Oslo";"2019";"3";"Høst";"S";"Studenter";"411";"323";"88"
"8208";"VID vitenskapelige høgskole";"460200";"VID Stavanger";"2019";"3";"Høst";"S";"Studenter";"303";"211";"92"
"8208";"VID vitenskapelige høgskole";"460200";"VID Stavanger";"2020";"1";"Vår";"S";"Studenter";"291";"210";"81"
"8208";"VID vitenskapelige høgskole";"460200";"VID Stavanger";"2019";"1";"Vår";"S";"Studenter";"277";"190";"87"
"8208";"VID vitenskapelige høgskole";"460210";"Kirkelig utdanningssenter i Nord";"2019";"1";"Vår";"S";"Studenter";"7";"0";"0"
"8208";"VID vitenskapelige høgskole";"460210";"Kirkelig utdanningssenter i Nord";"2019";"3";"Høst";"S";"Studenter";"14";"9";"5"
"8221";"MF vitenskapelig høyskole";"000000";"MF vitenskapelig høyskole";"2019";"3";"Høst";"S";"Studenter";"1366";"870";"496"
"8221";"MF vitenskapelig høyskole";"000000";"MF vitenskapelig høyskole";"2019";"1";"Vår";"S";"Studenter";"1190";"762";"428"
"8221";"MF vitenskapelig høyskole";"000000";"MF vitenskapelig høyskole";"2020";"1";"Vår";"S";"Studenter";"1160";"720";"440"
"8221";"MF vitenskapelig høyskole";"000000";"MF vitenskapelig høyskole";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"8221";"MF vitenskapelig høyskole";"000000";"MF vitenskapelig høyskole";"2019";"3";"Høst";"P";"Personer uten studierett";"7";"0";"0"
"8223";"NLA Høgskolen";"510100";"Avdeling for lærerutdanning - Breistein";"2020";"1";"Vår";"S";"Studenter";"775";"526";"249"
"8223";"NLA Høgskolen";"510100";"Avdeling for lærerutdanning - Breistein";"2019";"1";"Vår";"S";"Studenter";"804";"586";"218"
"8223";"NLA Høgskolen";"510100";"Avdeling for lærerutdanning - Breistein";"2019";"3";"Høst";"S";"Studenter";"811";"549";"262"
"8223";"NLA Høgskolen";"510200";"Avdeling for lærerutdanning - Oslo";"2019";"1";"Vår";"S";"Studenter";"101";"59";"42"
"8223";"NLA Høgskolen";"510200";"Avdeling for lærerutdanning - Oslo";"2020";"1";"Vår";"S";"Studenter";"218";"141";"77"
"8223";"NLA Høgskolen";"510200";"Avdeling for lærerutdanning - Oslo";"2019";"3";"Høst";"S";"Studenter";"225";"143";"82"
"8223";"NLA Høgskolen";"520100";"Avdeling for pedagogikk - Sandviken";"2020";"1";"Vår";"S";"Studenter";"582";"473";"109"
"8223";"NLA Høgskolen";"520100";"Avdeling for pedagogikk - Sandviken";"2019";"3";"Høst";"S";"Studenter";"651";"523";"128"
"8223";"NLA Høgskolen";"520100";"Avdeling for pedagogikk - Sandviken";"2019";"1";"Vår";"S";"Studenter";"523";"419";"104"
"8223";"NLA Høgskolen";"530100";"Avdeling for journalistikk, kommunikasjon og medier - Kristiansand";"2019";"1";"Vår";"S";"Studenter";"127";"56";"71"
"8223";"NLA Høgskolen";"530100";"Avdeling for journalistikk, kommunikasjon og medier - Kristiansand";"2020";"1";"Vår";"S";"Studenter";"125";"58";"67"
"8223";"NLA Høgskolen";"530100";"Avdeling for journalistikk, kommunikasjon og medier - Kristiansand";"2019";"3";"Høst";"S";"Studenter";"136";"64";"72"
"8223";"NLA Høgskolen";"540100";"Avdeling for økonomi og administrasjon - Oslo";"2019";"3";"Høst";"S";"Studenter";"183";"83";"100"
"8223";"NLA Høgskolen";"540100";"Avdeling for økonomi og administrasjon - Oslo";"2020";"1";"Vår";"S";"Studenter";"178";"83";"95"
"8223";"NLA Høgskolen";"540100";"Avdeling for økonomi og administrasjon - Oslo";"2019";"1";"Vår";"S";"Studenter";"157";"69";"88"
"8223";"NLA Høgskolen";"550100";"Avdeling for teologi, religion og filosofi - Sandviken";"2019";"1";"Vår";"S";"Studenter";"236";"152";"84"
"8223";"NLA Høgskolen";"550100";"Avdeling for teologi, religion og filosofi - Sandviken";"2020";"1";"Vår";"S";"Studenter";"238";"156";"82"
"8223";"NLA Høgskolen";"550100";"Avdeling for teologi, religion og filosofi - Sandviken";"2019";"3";"Høst";"S";"Studenter";"288";"177";"111"
"8223";"NLA Høgskolen";"550200";"Avdeling for teologi, religion og filosofi - Oslo";"2019";"3";"Høst";"S";"Studenter";"53";"32";"21"
"8223";"NLA Høgskolen";"550200";"Avdeling for teologi, religion og filosofi - Oslo";"2020";"1";"Vår";"S";"Studenter";"47";"25";"22"
"8223";"NLA Høgskolen";"550200";"Avdeling for teologi, religion og filosofi - Oslo";"2019";"1";"Vår";"S";"Studenter";"37";"26";"11"
"8223";"NLA Høgskolen";"550300";"Avdeling for teologi, religion og filosofi - Kristiansand";"2019";"1";"Vår";"S";"Studenter";"38";"24";"14"
"8223";"NLA Høgskolen";"550300";"Avdeling for teologi, religion og filosofi - Kristiansand";"2020";"1";"Vår";"S";"Studenter";"31";"22";"9"
"8223";"NLA Høgskolen";"550300";"Avdeling for teologi, religion og filosofi - Kristiansand";"2019";"3";"Høst";"S";"Studenter";"29";"20";"9"
"8223";"NLA Høgskolen";"560100";"Avdeling for interkulturelle studier - Sandviken";"2019";"3";"Høst";"S";"Studenter";"210";"160";"50"
"8223";"NLA Høgskolen";"560100";"Avdeling for interkulturelle studier - Sandviken";"2019";"1";"Vår";"S";"Studenter";"161";"128";"33"
"8223";"NLA Høgskolen";"560100";"Avdeling for interkulturelle studier - Sandviken";"2020";"1";"Vår";"S";"Studenter";"199";"155";"44"
"8223";"NLA Høgskolen";"560200";"Avdeling for interkulturelle studier - Kristiansand";"2019";"3";"Høst";"S";"Studenter";"78";"60";"18"
"8223";"NLA Høgskolen";"560200";"Avdeling for interkulturelle studier - Kristiansand";"2019";"1";"Vår";"S";"Studenter";"128";"96";"32"
"8223";"NLA Høgskolen";"560200";"Avdeling for interkulturelle studier - Kristiansand";"2020";"1";"Vår";"S";"Studenter";"115";"91";"24"
"8223";"NLA Høgskolen";"570100";"Avdeling for musikk - Oslo";"2020";"1";"Vår";"S";"Studenter";"86";"42";"44"
"8223";"NLA Høgskolen";"570100";"Avdeling for musikk - Oslo";"2019";"1";"Vår";"S";"Studenter";"91";"43";"48"
"8223";"NLA Høgskolen";"570100";"Avdeling for musikk - Oslo";"2019";"3";"Høst";"S";"Studenter";"89";"43";"46"
"8224";"Dronning Mauds Minne Høgskole";"000000";"Dronning Mauds Minne Høgskole (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"1313";"1081";"232"
"8224";"Dronning Mauds Minne Høgskole";"000000";"Dronning Mauds Minne Høgskole (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"1372";"1148";"224"
"8224";"Dronning Mauds Minne Høgskole";"000000";"Dronning Mauds Minne Høgskole (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"1470";"1225";"245"
"8225";"Steinerhøyskolen";"000000";"Steinerhøyskolen (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"270";"203";"67"
"8225";"Steinerhøyskolen";"000000";"Steinerhøyskolen (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"258";"197";"61"
"8225";"Steinerhøyskolen";"000000";"Steinerhøyskolen (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"250";"194";"56"
"8227";"Barratt Due Musikkinstitutt";"000000";"Barratt Due Musikkinstitutt (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"114";"64";"50"
"8227";"Barratt Due Musikkinstitutt";"000000";"Barratt Due Musikkinstitutt (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"113";"61";"52"
"8227";"Barratt Due Musikkinstitutt";"000000";"Barratt Due Musikkinstitutt (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"117";"65";"52"
"8228";"Norges dansehøyskole";"000000";"Norges Dansehøyskole (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"84";"80";"4"
"8228";"Norges dansehøyskole";"000000";"Norges Dansehøyskole (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"76";"69";"7"
"8232";"Ansgar høyskole";"000000";"Ansgar høyskole (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"330";"180";"150"
"8232";"Ansgar høyskole";"000000";"Ansgar høyskole (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"305";"158";"147"
"8232";"Ansgar høyskole";"000000";"Ansgar høyskole (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"329";"178";"151"
"8234";"Fjellhaug Internasjonale Høgskole";"210000";"Afdeling København";"2020";"1";"Vår";"S";"Studenter";"44";"11";"33"
"8234";"Fjellhaug Internasjonale Høgskole";"210000";"Afdeling København";"2019";"1";"Vår";"S";"Studenter";"57";"13";"44"
"8234";"Fjellhaug Internasjonale Høgskole";"210000";"Afdeling København";"2019";"3";"Høst";"S";"Studenter";"53";"12";"41"
"8234";"Fjellhaug Internasjonale Høgskole";"210000";"Afdeling København";"2020";"3";"Høst";"S";"Studenter";"62";"19";"43"
"8234";"Fjellhaug Internasjonale Høgskole";"220000";"Avdeling Oslo";"2020";"3";"Høst";"S";"Studenter";"354";"212";"142"
"8234";"Fjellhaug Internasjonale Høgskole";"220000";"Avdeling Oslo";"2019";"3";"Høst";"S";"Studenter";"269";"146";"123"
"8234";"Fjellhaug Internasjonale Høgskole";"220000";"Avdeling Oslo";"2019";"1";"Vår";"S";"Studenter";"246";"128";"118"
"8234";"Fjellhaug Internasjonale Høgskole";"220000";"Avdeling Oslo";"2020";"1";"Vår";"S";"Studenter";"217";"123";"94"
"8234";"Fjellhaug Internasjonale Høgskole";"230000";"Afdeling Aarhus";"2020";"1";"Vår";"S";"Studenter";"32";"7";"25"
"8234";"Fjellhaug Internasjonale Høgskole";"230000";"Afdeling Aarhus";"2019";"3";"Høst";"S";"Studenter";"33";"7";"26"
"8234";"Fjellhaug Internasjonale Høgskole";"230000";"Afdeling Aarhus";"2020";"3";"Høst";"S";"Studenter";"27";"6";"21"
"8235";"Musikkteaterhøyskolen";"000000";"Musikkteaterhøyskolen";"2019";"3";"Høst";"S";"Studenter";"95";"62";"33"
"8235";"Musikkteaterhøyskolen";"000000";"Musikkteaterhøyskolen";"2019";"1";"Vår";"S";"Studenter";"85";"60";"25"
"8241";"Handelshøyskolen BI";"210000";"Handelshøyskolen BI - campus Oslo";"2019";"1";"Vår";"S";"Studenter";"11620";"5796";"5824"
"8241";"Handelshøyskolen BI";"210000";"Handelshøyskolen BI - campus Oslo";"2020";"1";"Vår";"S";"Studenter";"11353";"5738";"5615"
"8241";"Handelshøyskolen BI";"210000";"Handelshøyskolen BI - campus Oslo";"2019";"3";"Høst";"S";"Studenter";"12179";"6132";"6047"
"8241";"Handelshøyskolen BI";"220000";"Handelshøyskolen BI - campus Bergen";"2019";"3";"Høst";"S";"Studenter";"2811";"1312";"1499"
"8241";"Handelshøyskolen BI";"220000";"Handelshøyskolen BI - campus Bergen";"2020";"1";"Vår";"S";"Studenter";"2650";"1233";"1417"
"8241";"Handelshøyskolen BI";"220000";"Handelshøyskolen BI - campus Bergen";"2019";"1";"Vår";"S";"Studenter";"2496";"1205";"1291"
"8241";"Handelshøyskolen BI";"250000";"Handelshøyskolen BI - campus Stavanger";"2019";"1";"Vår";"S";"Studenter";"932";"431";"501"
"8241";"Handelshøyskolen BI";"250000";"Handelshøyskolen BI - campus Stavanger";"2019";"3";"Høst";"S";"Studenter";"1044";"486";"558"
"8241";"Handelshøyskolen BI";"250000";"Handelshøyskolen BI - campus Stavanger";"2020";"1";"Vår";"S";"Studenter";"900";"414";"486"
"8241";"Handelshøyskolen BI";"260000";"Handelshøyskolen BI - campus Trondheim";"2020";"1";"Vår";"S";"Studenter";"1640";"800";"840"
"8241";"Handelshøyskolen BI";"260000";"Handelshøyskolen BI - campus Trondheim";"2019";"1";"Vår";"S";"Studenter";"1715";"807";"908"
"8241";"Handelshøyskolen BI";"260000";"Handelshøyskolen BI - campus Trondheim";"2019";"3";"Høst";"S";"Studenter";"1752";"829";"923"
"8241";"Handelshøyskolen BI";"290000";"Handelshøyskolen BI - Nettstudier";"2019";"3";"Høst";"S";"Studenter";"1645";"999";"646"
"8241";"Handelshøyskolen BI";"290000";"Handelshøyskolen BI - Nettstudier";"2019";"1";"Vår";"S";"Studenter";"1692";"1004";"688"
"8241";"Handelshøyskolen BI";"290000";"Handelshøyskolen BI - Nettstudier";"2020";"1";"Vår";"S";"Studenter";"1542";"900";"642"
"8243";"Bergen Arkitekthøgskole";"000000";"Bergen Arkitekthøgskole (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"179";"91";"88"
"8243";"Bergen Arkitekthøgskole";"000000";"Bergen Arkitekthøgskole (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"160";"83";"77"
"8243";"Bergen Arkitekthøgskole";"000000";"Bergen Arkitekthøgskole (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"168";"83";"85"
"8247";"Høgskulen for grøn utvikling";"000000";"Høgskulen for grøn utvikling (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"44";"36";"8"
"8247";"Høgskulen for grøn utvikling";"000000";"Høgskulen for grøn utvikling (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"30";"24";"6"
"8247";"Høgskulen for grøn utvikling";"000000";"Høgskulen for grøn utvikling (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"43";"36";"7"
"8248";"Høyskolen for Ledelse og Teologi";"000000";"Høyskolen for Ledelse og Teologi (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"242";"142";"100"
"8248";"Høyskolen for Ledelse og Teologi";"000000";"Høyskolen for Ledelse og Teologi (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"253";"145";"108"
"8248";"Høyskolen for Ledelse og Teologi";"000000";"Høyskolen for Ledelse og Teologi (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"307";"180";"127"
"8253";"Høyskolen Kristiania";"000000";"Høyskolen Kristiania";"2020";"1";"Vår";"S";"Studenter";"33";"23";"10"
"8253";"Høyskolen Kristiania";"000000";"Høyskolen Kristiania";"2020";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"8253";"Høyskolen Kristiania";"310100";"Institutt for teknologi";"2019";"3";"Høst";"P";"Personer uten studierett";"5";"0";"0"
"8253";"Høyskolen Kristiania";"310100";"Institutt for teknologi";"2020";"1";"Vår";"S";"Studenter";"759";"190";"569"
"8253";"Høyskolen Kristiania";"310100";"Institutt for teknologi";"2019";"1";"Vår";"S";"Studenter";"619";"143";"476"
"8253";"Høyskolen Kristiania";"310100";"Institutt for teknologi";"2019";"3";"Høst";"S";"Studenter";"803";"192";"611"
"8253";"Høyskolen Kristiania";"310200";"Institutt for økonomi og innovasjon";"2020";"1";"Vår";"S";"Studenter";"426";"196";"230"
"8253";"Høyskolen Kristiania";"320100";"Westerdals institutt for kommunikasjon og design";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"8253";"Høyskolen Kristiania";"320100";"Westerdals institutt for kommunikasjon og design";"2020";"1";"Vår";"S";"Studenter";"603";"409";"194"
"8253";"Høyskolen Kristiania";"320100";"Westerdals institutt for kommunikasjon og design";"2019";"1";"Vår";"S";"Studenter";"373";"232";"141"
"8253";"Høyskolen Kristiania";"320100";"Westerdals institutt for kommunikasjon og design";"2019";"3";"Høst";"S";"Studenter";"375";"233";"142"
"8253";"Høyskolen Kristiania";"320110";"Westerdals institutt for kommunikasjon og design - B";"2019";"1";"Vår";"S";"Studenter";"388";"302";"86"
"8253";"Høyskolen Kristiania";"320110";"Westerdals institutt for kommunikasjon og design - B";"2019";"3";"Høst";"S";"Studenter";"320";"253";"67"
"8253";"Høyskolen Kristiania";"320110";"Westerdals institutt for kommunikasjon og design - B";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"8253";"Høyskolen Kristiania";"320120";"Westerdals institutt for kommunikasjon og design - C";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"8253";"Høyskolen Kristiania";"320120";"Westerdals institutt for kommunikasjon og design - C";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"8253";"Høyskolen Kristiania";"320120";"Westerdals institutt for kommunikasjon og design - C";"2019";"3";"Høst";"S";"Studenter";"296";"215";"81"
"8253";"Høyskolen Kristiania";"320120";"Westerdals institutt for kommunikasjon og design - C";"2019";"1";"Vår";"S";"Studenter";"241";"180";"61"
"8253";"Høyskolen Kristiania";"320200";"Westerdals institutt for film og medier";"2019";"1";"Vår";"S";"Studenter";"282";"81";"201"
"8253";"Høyskolen Kristiania";"320200";"Westerdals institutt for film og medier";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"8253";"Høyskolen Kristiania";"320200";"Westerdals institutt for film og medier";"2020";"1";"Vår";"S";"Studenter";"414";"127";"287"
"8253";"Høyskolen Kristiania";"320200";"Westerdals institutt for film og medier";"2019";"3";"Høst";"S";"Studenter";"295";"91";"204"
"8253";"Høyskolen Kristiania";"320210";"Westerdals institutt for film og medier - C";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"8253";"Høyskolen Kristiania";"320210";"Westerdals institutt for film og medier - C";"2019";"3";"Høst";"S";"Studenter";"142";"99";"43"
"8253";"Høyskolen Kristiania";"320210";"Westerdals institutt for film og medier - C";"2019";"1";"Vår";"S";"Studenter";"132";"93";"39"
"8253";"Høyskolen Kristiania";"320220";"Westerdals institutt for film og medier - B";"2019";"1";"Vår";"S";"Studenter";"111";"28";"83"
"8253";"Høyskolen Kristiania";"320220";"Westerdals institutt for film og medier - B";"2019";"3";"Høst";"S";"Studenter";"122";"37";"85"
"8253";"Høyskolen Kristiania";"320300";"Institutt for scenekunst, musikk og studio";"2019";"3";"Høst";"S";"Studenter";"390";"203";"187"
"8253";"Høyskolen Kristiania";"320300";"Institutt for scenekunst, musikk og studio";"2019";"1";"Vår";"S";"Studenter";"360";"178";"182"
"8253";"Høyskolen Kristiania";"320300";"Institutt for scenekunst, musikk og studio";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"8253";"Høyskolen Kristiania";"320300";"Institutt for scenekunst, musikk og studio";"2020";"1";"Vår";"S";"Studenter";"386";"205";"181"
"8253";"Høyskolen Kristiania";"320400";"Instituttet Norges Dansehøyskole";"2020";"1";"Vår";"S";"Studenter";"81";"77";"4"
"8253";"Høyskolen Kristiania";"320500";"Instituttet Musikkteaterhøyskolen";"2020";"1";"Vår";"S";"Studenter";"45";"30";"15"
"8253";"Høyskolen Kristiania";"330100";"Institutt for markedsføring";"2020";"1";"Vår";"S";"Studenter";"2555";"1570";"985"
"8253";"Høyskolen Kristiania";"330100";"Institutt for markedsføring";"2020";"1";"Vår";"P";"Personer uten studierett";"28";"24";"4"
"8253";"Høyskolen Kristiania";"330100";"Institutt for markedsføring";"2019";"1";"Vår";"P";"Personer uten studierett";"20";"16";"4"
"8253";"Høyskolen Kristiania";"330100";"Institutt for markedsføring";"2019";"3";"Høst";"P";"Personer uten studierett";"9";"5";"4"
"8253";"Høyskolen Kristiania";"330100";"Institutt for markedsføring";"2019";"1";"Vår";"S";"Studenter";"2280";"1332";"948"
"8253";"Høyskolen Kristiania";"330100";"Institutt for markedsføring";"2019";"3";"Høst";"S";"Studenter";"2456";"1395";"1061"
"8253";"Høyskolen Kristiania";"330110";"Institutt for markedsføring, økonomi og innovasjon - B";"2019";"3";"Høst";"S";"Studenter";"92";"48";"44"
