"Institusjonskode";"Institusjonsnavn";"Avdelingskode";"Avdelingsnavn";"Årstall";"Semester";"Semesternavn";"Studentkategori";"Kategoritekst";"Antall totalt";"Antall kvinner";"Antall menn"
"1150";"Norges teknisk-naturvitenskapelige universitet";"273824";"Institutt for datateknologi og informatikk";"2020";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1150";"Norges teknisk-naturvitenskapelige universitet";"273824";"Institutt for datateknologi og informatikk";"2020";"1";"Vår";"S";"Studenter";"2515";"656";"1859"
"1150";"Norges teknisk-naturvitenskapelige universitet";"273840";"Institutt for IKT og realfag";"2020";"1";"Vår";"S";"Studenter";"222";"20";"202"
"1150";"Norges teknisk-naturvitenskapelige universitet";"273840";"Institutt for IKT og realfag";"2020";"1";"Vår";"A";"Andre";"72";"11";"61"
"1150";"Norges teknisk-naturvitenskapelige universitet";"273840";"Institutt for IKT og realfag";"2019";"1";"Vår";"A";"Andre";"70";"10";"60"
"1150";"Norges teknisk-naturvitenskapelige universitet";"273840";"Institutt for IKT og realfag";"2019";"3";"Høst";"A";"Andre";"83";"13";"70"
"1150";"Norges teknisk-naturvitenskapelige universitet";"273840";"Institutt for IKT og realfag";"2019";"3";"Høst";"S";"Studenter";"256";"23";"233"
"1150";"Norges teknisk-naturvitenskapelige universitet";"273840";"Institutt for IKT og realfag";"2019";"1";"Vår";"S";"Studenter";"321";"28";"293"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274000";"Fakultet for arkitektur og design";"2019";"1";"Vår";"S";"Studenter";"428";"274";"154"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274000";"Fakultet for arkitektur og design";"2020";"1";"Vår";"S";"Studenter";"468";"297";"171"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274000";"Fakultet for arkitektur og design";"2019";"3";"Høst";"S";"Studenter";"447";"286";"161"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274300";"Kunstakademiet i Trondheim";"2019";"3";"Høst";"S";"Studenter";"77";"49";"28"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274300";"Kunstakademiet i Trondheim";"2020";"1";"Vår";"S";"Studenter";"74";"49";"25"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274300";"Kunstakademiet i Trondheim";"2019";"1";"Vår";"S";"Studenter";"65";"42";"23"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274310";"Institutt for design";"2019";"1";"Vår";"S";"Studenter";"488";"239";"249"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274310";"Institutt for design";"2020";"1";"Vår";"S";"Studenter";"527";"289";"238"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274310";"Institutt for design";"2019";"3";"Høst";"S";"Studenter";"563";"306";"257"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274320";"Institutt for arkitektur og planlegging";"2019";"3";"Høst";"S";"Studenter";"214";"113";"101"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274320";"Institutt for arkitektur og planlegging";"2020";"1";"Vår";"S";"Studenter";"209";"108";"101"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274320";"Institutt for arkitektur og planlegging";"2019";"1";"Vår";"S";"Studenter";"180";"91";"89"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274330";"Institutt for arkitektur og teknologi";"2019";"1";"Vår";"S";"Studenter";"74";"24";"50"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274330";"Institutt for arkitektur og teknologi";"2020";"1";"Vår";"S";"Studenter";"50";"22";"28"
"1150";"Norges teknisk-naturvitenskapelige universitet";"274330";"Institutt for arkitektur og teknologi";"2019";"3";"Høst";"S";"Studenter";"51";"21";"30"
"1160";"Universitetet i Stavanger";"000000";"UiS (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"0";"0";"0"
"1160";"Universitetet i Stavanger";"000000";"UiS (uspesifisert underenhet)";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1160";"Universitetet i Stavanger";"000000";"UiS (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"7";"0";"0"
"1160";"Universitetet i Stavanger";"120260";"UiS etter- og videreutdanning";"2019";"1";"Vår";"S";"Studenter";"354";"211";"143"
"1160";"Universitetet i Stavanger";"120260";"UiS etter- og videreutdanning";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1160";"Universitetet i Stavanger";"120260";"UiS etter- og videreutdanning";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1160";"Universitetet i Stavanger";"120260";"UiS etter- og videreutdanning";"2019";"3";"Høst";"A";"Andre";"0";"0";"0"
"1160";"Universitetet i Stavanger";"120260";"UiS etter- og videreutdanning";"2019";"3";"Høst";"S";"Studenter";"378";"232";"146"
"1160";"Universitetet i Stavanger";"150230";"UiS etter- og videreutdanning";"2020";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1160";"Universitetet i Stavanger";"150230";"UiS etter- og videreutdanning";"2020";"1";"Vår";"S";"Studenter";"383";"201";"182"
"1160";"Universitetet i Stavanger";"210000";"Det samfunnsvitenskapelige fakultet";"2020";"1";"Vår";"S";"Studenter";"134";"101";"33"
"1160";"Universitetet i Stavanger";"210000";"Det samfunnsvitenskapelige fakultet";"2019";"1";"Vår";"S";"Studenter";"86";"59";"27"
"1160";"Universitetet i Stavanger";"210000";"Det samfunnsvitenskapelige fakultet";"2019";"3";"Høst";"S";"Studenter";"103";"81";"22"
"1160";"Universitetet i Stavanger";"210220";"Institutt for sosialfag";"2019";"3";"Høst";"S";"Studenter";"836";"720";"116"
"1160";"Universitetet i Stavanger";"210220";"Institutt for sosialfag";"2019";"1";"Vår";"S";"Studenter";"767";"653";"114"
"1160";"Universitetet i Stavanger";"210220";"Institutt for sosialfag";"2020";"1";"Vår";"S";"Studenter";"797";"685";"112"
"1160";"Universitetet i Stavanger";"210240";"Institutt for medie- og samfunnsfag";"2020";"1";"Vår";"S";"Studenter";"732";"452";"280"
"1160";"Universitetet i Stavanger";"210240";"Institutt for medie- og samfunnsfag";"2019";"1";"Vår";"S";"Studenter";"730";"463";"267"
"1160";"Universitetet i Stavanger";"210240";"Institutt for medie- og samfunnsfag";"2019";"3";"Høst";"S";"Studenter";"831";"520";"311"
"1160";"Universitetet i Stavanger";"210245";"Norsk hotellhøgskole";"2019";"1";"Vår";"S";"Studenter";"515";"342";"173"
"1160";"Universitetet i Stavanger";"210245";"Norsk hotellhøgskole";"2019";"3";"Høst";"S";"Studenter";"527";"352";"175"
"1160";"Universitetet i Stavanger";"210245";"Norsk hotellhøgskole";"2020";"1";"Vår";"S";"Studenter";"478";"316";"162"
"1160";"Universitetet i Stavanger";"210245";"Norsk hotellhøgskole";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1160";"Universitetet i Stavanger";"220000";"Fakultet for utdanningsvitenskap og humaniora";"2020";"1";"Vår";"S";"Studenter";"196";"140";"56"
"1160";"Universitetet i Stavanger";"220000";"Fakultet for utdanningsvitenskap og humaniora";"2019";"3";"Høst";"S";"Studenter";"167";"119";"48"
"1160";"Universitetet i Stavanger";"220000";"Fakultet for utdanningsvitenskap og humaniora";"2019";"1";"Vår";"S";"Studenter";"165";"123";"42"
"1160";"Universitetet i Stavanger";"220220";"Institutt for kultur- og språkvitenskap";"2019";"1";"Vår";"S";"Studenter";"1109";"642";"467"
"1160";"Universitetet i Stavanger";"220220";"Institutt for kultur- og språkvitenskap";"2019";"3";"Høst";"S";"Studenter";"1198";"690";"508"
"1160";"Universitetet i Stavanger";"220220";"Institutt for kultur- og språkvitenskap";"2020";"1";"Vår";"S";"Studenter";"1076";"635";"441"
"1160";"Universitetet i Stavanger";"220220";"Institutt for kultur- og språkvitenskap";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1160";"Universitetet i Stavanger";"220230";"Institutt for grunnskolelærerutd., idrett og spesialpedagogikk";"2020";"1";"Vår";"S";"Studenter";"991";"672";"319"
"1160";"Universitetet i Stavanger";"220230";"Institutt for grunnskolelærerutd., idrett og spesialpedagogikk";"2019";"1";"Vår";"S";"Studenter";"1013";"705";"308"
"1160";"Universitetet i Stavanger";"220230";"Institutt for grunnskolelærerutd., idrett og spesialpedagogikk";"2019";"3";"Høst";"S";"Studenter";"1050";"722";"328"
"1160";"Universitetet i Stavanger";"220240";"Institutt for barnehagelærerutdanning";"2019";"3";"Høst";"S";"Studenter";"672";"579";"93"
"1160";"Universitetet i Stavanger";"220240";"Institutt for barnehagelærerutdanning";"2019";"1";"Vår";"S";"Studenter";"676";"579";"97"
"1160";"Universitetet i Stavanger";"220240";"Institutt for barnehagelærerutdanning";"2020";"1";"Vår";"S";"Studenter";"594";"510";"84"
"1160";"Universitetet i Stavanger";"220260";"Nasjonalt senter for leseopplæring og leseforskning";"2019";"1";"Vår";"S";"Studenter";"269";"240";"29"
"1160";"Universitetet i Stavanger";"220260";"Nasjonalt senter for leseopplæring og leseforskning";"2020";"1";"Vår";"S";"Studenter";"267";"246";"21"
"1160";"Universitetet i Stavanger";"220260";"Nasjonalt senter for leseopplæring og leseforskning";"2019";"3";"Høst";"S";"Studenter";"281";"260";"21"
"1160";"Universitetet i Stavanger";"230000";"Handelshøyskolen ved UiS";"2019";"3";"Høst";"S";"Studenter";"1251";"618";"633"
"1160";"Universitetet i Stavanger";"230000";"Handelshøyskolen ved UiS";"2020";"1";"Vår";"S";"Studenter";"1126";"572";"554"
"1160";"Universitetet i Stavanger";"230000";"Handelshøyskolen ved UiS";"2019";"3";"Høst";"P";"Personer uten studierett";"3";"0";"0"
"1160";"Universitetet i Stavanger";"230000";"Handelshøyskolen ved UiS";"2019";"1";"Vår";"S";"Studenter";"1104";"563";"541"
"1160";"Universitetet i Stavanger";"240000";"Fakultet for utøvende kunstfag";"2019";"1";"Vår";"S";"Studenter";"227";"135";"92"
"1160";"Universitetet i Stavanger";"240000";"Fakultet for utøvende kunstfag";"2019";"3";"Høst";"S";"Studenter";"241";"143";"98"
"1160";"Universitetet i Stavanger";"240000";"Fakultet for utøvende kunstfag";"2020";"1";"Vår";"S";"Studenter";"222";"129";"93"
"1160";"Universitetet i Stavanger";"250000";"Det helsevitenskapelige fakultet";"2020";"1";"Vår";"S";"Studenter";"1220";"1031";"189"
"1160";"Universitetet i Stavanger";"250000";"Det helsevitenskapelige fakultet";"2019";"1";"Vår";"S";"Studenter";"1111";"963";"148"
"1160";"Universitetet i Stavanger";"250000";"Det helsevitenskapelige fakultet";"2019";"3";"Høst";"S";"Studenter";"1314";"1113";"201"
"1160";"Universitetet i Stavanger";"260000";"Det teknisk- naturvitenskapelige fakultet";"2019";"3";"Høst";"S";"Studenter";"222";"84";"138"
"1160";"Universitetet i Stavanger";"260000";"Det teknisk- naturvitenskapelige fakultet";"2019";"1";"Vår";"S";"Studenter";"143";"52";"91"
"1160";"Universitetet i Stavanger";"260000";"Det teknisk- naturvitenskapelige fakultet";"2020";"1";"Vår";"S";"Studenter";"187";"68";"119"
"1160";"Universitetet i Stavanger";"260000";"Det teknisk- naturvitenskapelige fakultet";"2019";"3";"Høst";"A";"Andre";"174";"45";"129"
"1160";"Universitetet i Stavanger";"260000";"Det teknisk- naturvitenskapelige fakultet";"2019";"1";"Vår";"A";"Andre";"243";"73";"170"
"1160";"Universitetet i Stavanger";"260000";"Det teknisk- naturvitenskapelige fakultet";"2020";"1";"Vår";"A";"Andre";"204";"57";"147"
"1160";"Universitetet i Stavanger";"260220";"Institutt for sikkerhet, økonomi og planlegging";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1160";"Universitetet i Stavanger";"260220";"Institutt for sikkerhet, økonomi og planlegging";"2020";"1";"Vår";"S";"Studenter";"417";"165";"252"
"1160";"Universitetet i Stavanger";"260220";"Institutt for sikkerhet, økonomi og planlegging";"2019";"1";"Vår";"S";"Studenter";"405";"188";"217"
"1160";"Universitetet i Stavanger";"260220";"Institutt for sikkerhet, økonomi og planlegging";"2019";"3";"Høst";"S";"Studenter";"468";"190";"278"
"1160";"Universitetet i Stavanger";"260230";"Institutt for data- og elektroteknologi";"2019";"3";"Høst";"S";"Studenter";"691";"93";"598"
"1160";"Universitetet i Stavanger";"260230";"Institutt for data- og elektroteknologi";"2019";"1";"Vår";"S";"Studenter";"583";"81";"502"
"1160";"Universitetet i Stavanger";"260230";"Institutt for data- og elektroteknologi";"2020";"1";"Vår";"S";"Studenter";"626";"80";"546"
"1160";"Universitetet i Stavanger";"260240";"Institutt for maskin, bygg og materialteknologi";"2020";"1";"Vår";"S";"Studenter";"541";"127";"414"
"1160";"Universitetet i Stavanger";"260240";"Institutt for maskin, bygg og materialteknologi";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1160";"Universitetet i Stavanger";"260240";"Institutt for maskin, bygg og materialteknologi";"2020";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1160";"Universitetet i Stavanger";"260240";"Institutt for maskin, bygg og materialteknologi";"2019";"1";"Vår";"S";"Studenter";"603";"137";"466"
"1160";"Universitetet i Stavanger";"260240";"Institutt for maskin, bygg og materialteknologi";"2019";"3";"Høst";"S";"Studenter";"615";"140";"475"
"1160";"Universitetet i Stavanger";"260260";"Institutt for matematikk og fysikk";"2019";"3";"Høst";"S";"Studenter";"110";"35";"75"
"1160";"Universitetet i Stavanger";"260260";"Institutt for matematikk og fysikk";"2019";"1";"Vår";"S";"Studenter";"96";"27";"69"
"1160";"Universitetet i Stavanger";"260260";"Institutt for matematikk og fysikk";"2020";"1";"Vår";"S";"Studenter";"97";"32";"65"
"1160";"Universitetet i Stavanger";"260260";"Institutt for matematikk og fysikk";"2020";"1";"Vår";"A";"Andre";"90";"17";"73"
"1160";"Universitetet i Stavanger";"260260";"Institutt for matematikk og fysikk";"2019";"1";"Vår";"A";"Andre";"108";"16";"92"
"1160";"Universitetet i Stavanger";"260260";"Institutt for matematikk og fysikk";"2019";"3";"Høst";"A";"Andre";"134";"25";"109"
"1160";"Universitetet i Stavanger";"260270";"Institutt for kjemi, biovitenskap og miljøteknologi";"2020";"1";"Vår";"S";"Studenter";"209";"138";"71"
"1160";"Universitetet i Stavanger";"260270";"Institutt for kjemi, biovitenskap og miljøteknologi";"2019";"1";"Vår";"S";"Studenter";"228";"155";"73"
"1160";"Universitetet i Stavanger";"260270";"Institutt for kjemi, biovitenskap og miljøteknologi";"2019";"3";"Høst";"S";"Studenter";"235";"151";"84"
"1160";"Universitetet i Stavanger";"260280";"Institutt for energiressurser";"2019";"3";"Høst";"S";"Studenter";"95";"37";"58"
"1160";"Universitetet i Stavanger";"260280";"Institutt for energiressurser";"2019";"1";"Vår";"S";"Studenter";"76";"37";"39"
"1160";"Universitetet i Stavanger";"260280";"Institutt for energiressurser";"2020";"1";"Vår";"S";"Studenter";"85";"30";"55"
"1160";"Universitetet i Stavanger";"260290";"Institutt for energi- og petroleumsteknologi";"2020";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1160";"Universitetet i Stavanger";"260290";"Institutt for energi- og petroleumsteknologi";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1160";"Universitetet i Stavanger";"260290";"Institutt for energi- og petroleumsteknologi";"2020";"1";"Vår";"S";"Studenter";"242";"68";"174"
"1160";"Universitetet i Stavanger";"260290";"Institutt for energi- og petroleumsteknologi";"2019";"1";"Vår";"S";"Studenter";"294";"89";"205"
"1160";"Universitetet i Stavanger";"260290";"Institutt for energi- og petroleumsteknologi";"2019";"3";"Høst";"S";"Studenter";"275";"73";"202"
"1171";"Universitetet i Agder";"000000";"UiA (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"493";"281";"212"
"1171";"Universitetet i Agder";"000000";"UiA (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"491";"283";"208"
"1171";"Universitetet i Agder";"000000";"UiA (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"398";"225";"173"
"1171";"Universitetet i Agder";"415000";"Handelshøyskolen ved UiA";"2020";"1";"Vår";"S";"Studenter";"1717";"858";"859"
"1171";"Universitetet i Agder";"415000";"Handelshøyskolen ved UiA";"2019";"1";"Vår";"S";"Studenter";"1699";"873";"826"
"1171";"Universitetet i Agder";"415000";"Handelshøyskolen ved UiA";"2019";"3";"Høst";"S";"Studenter";"1808";"913";"895"
"1171";"Universitetet i Agder";"420210";"Institutt for informasjonssystemer";"2019";"1";"Vår";"S";"Studenter";"311";"44";"267"
"1171";"Universitetet i Agder";"420210";"Institutt for informasjonssystemer";"2020";"1";"Vår";"S";"Studenter";"323";"61";"262"
"1171";"Universitetet i Agder";"420210";"Institutt for informasjonssystemer";"2019";"3";"Høst";"S";"Studenter";"349";"66";"283"
"1171";"Universitetet i Agder";"420220";"Institutt for sosiologi og sosialt arbeid";"2019";"3";"Høst";"S";"Studenter";"451";"371";"80"
"1171";"Universitetet i Agder";"420220";"Institutt for sosiologi og sosialt arbeid";"2020";"1";"Vår";"S";"Studenter";"477";"387";"90"
"1171";"Universitetet i Agder";"420220";"Institutt for sosiologi og sosialt arbeid";"2019";"1";"Vår";"S";"Studenter";"404";"329";"75"
"1171";"Universitetet i Agder";"420230";"Institutt for statsvitenskap og ledelsesfag";"2019";"1";"Vår";"S";"Studenter";"640";"409";"231"
"1171";"Universitetet i Agder";"420230";"Institutt for statsvitenskap og ledelsesfag";"2020";"1";"Vår";"S";"Studenter";"636";"400";"236"
"1171";"Universitetet i Agder";"420230";"Institutt for statsvitenskap og ledelsesfag";"2019";"3";"Høst";"S";"Studenter";"729";"459";"270"
"1171";"Universitetet i Agder";"420240";"Institutt for global utvikling og samfunnsplanlegging";"2019";"3";"Høst";"S";"Studenter";"310";"204";"106"
"1171";"Universitetet i Agder";"420240";"Institutt for global utvikling og samfunnsplanlegging";"2020";"1";"Vår";"S";"Studenter";"267";"177";"90"
"1171";"Universitetet i Agder";"420240";"Institutt for global utvikling og samfunnsplanlegging";"2019";"1";"Vår";"S";"Studenter";"267";"184";"83"
"1171";"Universitetet i Agder";"425220";"Institutt for visuelle og sceniske fag";"2019";"1";"Vår";"S";"Studenter";"154";"113";"41"
"1171";"Universitetet i Agder";"425220";"Institutt for visuelle og sceniske fag";"2020";"1";"Vår";"S";"Studenter";"188";"142";"46"
"1171";"Universitetet i Agder";"425220";"Institutt for visuelle og sceniske fag";"2019";"3";"Høst";"S";"Studenter";"187";"146";"41"
"1171";"Universitetet i Agder";"425230";"Institutt for klassisk musikk og musikkpedagogikk";"2019";"3";"Høst";"S";"Studenter";"91";"45";"46"
"1171";"Universitetet i Agder";"425230";"Institutt for klassisk musikk og musikkpedagogikk";"2020";"1";"Vår";"S";"Studenter";"84";"42";"42"
"1171";"Universitetet i Agder";"425230";"Institutt for klassisk musikk og musikkpedagogikk";"2019";"1";"Vår";"S";"Studenter";"111";"56";"55"
"1171";"Universitetet i Agder";"425240";"Institutt for rytmisk musikk";"2019";"1";"Vår";"S";"Studenter";"182";"41";"141"
"1171";"Universitetet i Agder";"425240";"Institutt for rytmisk musikk";"2020";"1";"Vår";"S";"Studenter";"167";"43";"124"
"1171";"Universitetet i Agder";"425240";"Institutt for rytmisk musikk";"2019";"3";"Høst";"S";"Studenter";"170";"42";"128"
"1171";"Universitetet i Agder";"430000";"Lærerutdanningen";"2019";"3";"Høst";"S";"Studenter";"1960";"1383";"577"
"1171";"Universitetet i Agder";"430000";"Lærerutdanningen";"2020";"1";"Vår";"S";"Studenter";"1872";"1334";"538"
"1171";"Universitetet i Agder";"430000";"Lærerutdanningen";"2019";"3";"Høst";"A";"Andre";"12";"6";"6"
"1171";"Universitetet i Agder";"430000";"Lærerutdanningen";"2019";"1";"Vår";"S";"Studenter";"1758";"1253";"505"
"1171";"Universitetet i Agder";"440210";"Institutt for pedagogikk";"2019";"1";"Vår";"S";"Studenter";"383";"289";"94"
"1171";"Universitetet i Agder";"440210";"Institutt for pedagogikk";"2019";"3";"Høst";"S";"Studenter";"359";"292";"67"
"1171";"Universitetet i Agder";"440210";"Institutt for pedagogikk";"2020";"1";"Vår";"S";"Studenter";"501";"377";"124"
"1171";"Universitetet i Agder";"440220";"Institutt for nordisk og mediefag";"2020";"1";"Vår";"S";"Studenter";"441";"312";"129"
"1171";"Universitetet i Agder";"440220";"Institutt for nordisk og mediefag";"2019";"1";"Vår";"S";"Studenter";"428";"306";"122"
"1171";"Universitetet i Agder";"440220";"Institutt for nordisk og mediefag";"2019";"3";"Høst";"S";"Studenter";"482";"345";"137"
"1171";"Universitetet i Agder";"440230";"Institutt for fremmedspråk og oversetting";"2019";"3";"Høst";"S";"Studenter";"373";"245";"128"
"1171";"Universitetet i Agder";"440230";"Institutt for fremmedspråk og oversetting";"2019";"1";"Vår";"S";"Studenter";"326";"219";"107"
"1171";"Universitetet i Agder";"440230";"Institutt for fremmedspråk og oversetting";"2020";"1";"Vår";"S";"Studenter";"323";"225";"98"
"1171";"Universitetet i Agder";"440240";"Institutt for religion, filosofi og historie";"2020";"1";"Vår";"S";"Studenter";"459";"213";"246"
"1171";"Universitetet i Agder";"440240";"Institutt for religion, filosofi og historie";"2019";"1";"Vår";"S";"Studenter";"536";"258";"278"
"1171";"Universitetet i Agder";"440240";"Institutt for religion, filosofi og historie";"2019";"3";"Høst";"S";"Studenter";"571";"263";"308"
"1171";"Universitetet i Agder";"460210";"Institutt for helse- og sykepleievitenskap";"2019";"1";"Vår";"S";"Studenter";"1091";"905";"186"
"1171";"Universitetet i Agder";"460210";"Institutt for helse- og sykepleievitenskap";"2019";"3";"Høst";"S";"Studenter";"1100";"890";"210"
"1171";"Universitetet i Agder";"460210";"Institutt for helse- og sykepleievitenskap";"2020";"1";"Vår";"S";"Studenter";"1044";"846";"198"
"1171";"Universitetet i Agder";"460220";"Institutt for folkehelse, idrett og ernæring";"2019";"1";"Vår";"S";"Studenter";"343";"212";"131"
"1171";"Universitetet i Agder";"460230";"Institutt for psykososial helse";"2019";"1";"Vår";"S";"Studenter";"382";"327";"55"
"1171";"Universitetet i Agder";"460230";"Institutt for psykososial helse";"2020";"1";"Vår";"S";"Studenter";"448";"383";"65"
"1171";"Universitetet i Agder";"460230";"Institutt for psykososial helse";"2019";"3";"Høst";"S";"Studenter";"477";"408";"69"
"1171";"Universitetet i Agder";"460240";"Institutt for idrettsvitenskap og kroppsøving";"2019";"3";"Høst";"S";"Studenter";"162";"50";"112"
"1171";"Universitetet i Agder";"460240";"Institutt for idrettsvitenskap og kroppsøving";"2020";"1";"Vår";"S";"Studenter";"142";"42";"100"
"1171";"Universitetet i Agder";"460250";"Institutt for ernæring og folkehelse";"2020";"1";"Vår";"S";"Studenter";"204";"185";"19"
"1171";"Universitetet i Agder";"460250";"Institutt for ernæring og folkehelse";"2019";"3";"Høst";"S";"Studenter";"202";"182";"20"
"1171";"Universitetet i Agder";"490000";"Fakultet for teknologi og realfag";"2020";"1";"Vår";"S";"Studenter";"59";"6";"53"
"1171";"Universitetet i Agder";"490210";"Institutt for matematiske fag";"2020";"1";"Vår";"S";"Studenter";"423";"267";"156"
"1171";"Universitetet i Agder";"490210";"Institutt for matematiske fag";"2019";"1";"Vår";"S";"Studenter";"414";"255";"159"
"1171";"Universitetet i Agder";"490210";"Institutt for matematiske fag";"2019";"3";"Høst";"S";"Studenter";"491";"325";"166"
"1171";"Universitetet i Agder";"490220";"Institutt for naturvitenskapelige fag";"2019";"3";"Høst";"S";"Studenter";"279";"187";"92"
"1171";"Universitetet i Agder";"490220";"Institutt for naturvitenskapelige fag";"2019";"1";"Vår";"S";"Studenter";"220";"157";"63"
"1171";"Universitetet i Agder";"490220";"Institutt for naturvitenskapelige fag";"2020";"1";"Vår";"S";"Studenter";"255";"175";"80"
"1171";"Universitetet i Agder";"490230";"Institutt for ingeniørvitenskap";"2020";"1";"Vår";"S";"Studenter";"869";"171";"698"
"1171";"Universitetet i Agder";"490230";"Institutt for ingeniørvitenskap";"2019";"3";"Høst";"A";"Andre";"133";"28";"105"
"1171";"Universitetet i Agder";"490230";"Institutt for ingeniørvitenskap";"2020";"1";"Vår";"A";"Andre";"111";"24";"87"
"1171";"Universitetet i Agder";"490230";"Institutt for ingeniørvitenskap";"2019";"1";"Vår";"A";"Andre";"107";"15";"92"
"1171";"Universitetet i Agder";"490230";"Institutt for ingeniørvitenskap";"2019";"1";"Vår";"S";"Studenter";"993";"234";"759"
"1171";"Universitetet i Agder";"490230";"Institutt for ingeniørvitenskap";"2019";"3";"Høst";"S";"Studenter";"976";"207";"769"
"1171";"Universitetet i Agder";"490240";"Institutt for informasjons- og kommunikasjonsteknologi";"2019";"3";"Høst";"S";"Studenter";"977";"301";"676"
"1171";"Universitetet i Agder";"490240";"Institutt for informasjons- og kommunikasjonsteknologi";"2019";"1";"Vår";"S";"Studenter";"876";"271";"605"
"1171";"Universitetet i Agder";"490240";"Institutt for informasjons- og kommunikasjonsteknologi";"2020";"1";"Vår";"S";"Studenter";"951";"302";"649"
"1173";"Norges miljø- og biovitenskapelige universitet";"000000";"NMBU (uspesifisert underenhet)";"2020";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1173";"Norges miljø- og biovitenskapelige universitet";"000000";"NMBU (uspesifisert underenhet)";"2019";"3";"Høst";"P";"Personer uten studierett";"13";"10";"3"
"1173";"Norges miljø- og biovitenskapelige universitet";"000000";"NMBU (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"123";"79";"44"
"1173";"Norges miljø- og biovitenskapelige universitet";"000000";"NMBU (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"250";"144";"106"
"1173";"Norges miljø- og biovitenskapelige universitet";"000000";"NMBU (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"146";"100";"46"
"1173";"Norges miljø- og biovitenskapelige universitet";"410000";"Veterinærhøgskolen";"2019";"3";"Høst";"S";"Studenter";"507";"448";"59"
"1173";"Norges miljø- og biovitenskapelige universitet";"410000";"Veterinærhøgskolen";"2019";"1";"Vår";"S";"Studenter";"466";"413";"53"
"1173";"Norges miljø- og biovitenskapelige universitet";"410000";"Veterinærhøgskolen";"2020";"1";"Vår";"S";"Studenter";"472";"414";"58"
"1173";"Norges miljø- og biovitenskapelige universitet";"410220";"Institutt for produksjonsdyrmedisin";"2020";"1";"Vår";"S";"Studenter";"0";"0";"0"
"1173";"Norges miljø- og biovitenskapelige universitet";"410240";"Institutt for sports- og familiedyrmedisin";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1173";"Norges miljø- og biovitenskapelige universitet";"410240";"Institutt for sports- og familiedyrmedisin";"2019";"1";"Vår";"S";"Studenter";"0";"0";"0"
"1173";"Norges miljø- og biovitenskapelige universitet";"410240";"Institutt for sports- og familiedyrmedisin";"2019";"3";"Høst";"S";"Studenter";"13";"0";"0"
"1173";"Norges miljø- og biovitenskapelige universitet";"420000";"Fakultet for landskap og samfunn";"2019";"3";"Høst";"S";"Studenter";"1249";"835";"414"
"1173";"Norges miljø- og biovitenskapelige universitet";"420000";"Fakultet for landskap og samfunn";"2019";"1";"Vår";"S";"Studenter";"1174";"770";"404"
"1173";"Norges miljø- og biovitenskapelige universitet";"420000";"Fakultet for landskap og samfunn";"2020";"1";"Vår";"S";"Studenter";"1136";"767";"369"
"1173";"Norges miljø- og biovitenskapelige universitet";"420000";"Fakultet for landskap og samfunn";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1173";"Norges miljø- og biovitenskapelige universitet";"420000";"Fakultet for landskap og samfunn";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
